,Unnamed: 0,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address
0,29.0,666.0,杭州市余杭区鸬鸟镇中心小学,杭州市余杭区鸬鸟镇雅城镇236号,119.7535168,30.45495193,杭州市,余杭区,鸬鸟镇,小学,330110.0,初等教育,,01010000208A110000902E699E39F05D40209ACCBA77743E40,119.75334,30.4549,余杭区鸬鸟镇中心小学
1,43.0,884.0,义乌市城西街道新一代幼儿园,浙江省义乌市城西街道西站一区22幢,119.981322,29.31653895,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A11000068D5E1FACDFE5D40F0FA44B208513D40,119.98137,29.31667,城西街道新一代幼儿园
2,115.0,2004.0,宁波市海曙区石碶国骅聚星文化武术学校,浙江省宁波市海曙区石碶后仓求精路1号,121.480962,29.83333561,宁波市,海曙区,石碶街道,小学,330212.0,初等教育,,01010000208A110000E8C6EE14C85E5E40E0B8987B55D53D40,121.481112,29.833225,国骅聚星文化武校
3,119.0,2040.0,杭州市余杭区文正小学,杭州市余杭区南苑街道耕读路108号,120.2973926,30.36824937,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A1100005025E17A08135E4030553097455E3E40,120.297466,30.368403,余杭区文正小学
4,182.0,3215.0,德清县乐乐幼儿园,德清县武康街道万马路177号,119.9524654,30.54149408,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A110000788E7931F5FC5D40E093245B9F8A3E40,119.95231,30.541518,乐乐幼儿园
5,219.0,3790.0,宁波市红旗幼儿园,乌含巷36号,121.5377463,29.87929558,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A110000C078416F6A625E4090E9E38319E13D40,121.53782,29.87913,宁波市红旗幼儿园
6,231.0,3994.0,杭州市西湖区东方幼儿园,杭州市紫荆花路282号,120.0879673,30.29037869,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000060A9BD41A1055E40F07A1642564A3E40,120.0878,30.29034,东方幼儿园
7,233.0,4006.0,宁波海曙中心小学,宁波市海曙区孝闻街8号,121.5393759,29.87700931,宁波市,海曙区,鼓楼街道,小学,330203.0,初等教育,,01010000208A110000D0665D2285625E40D0BCA0AE83E03D40,121.53936,29.87723,宁波市海曙中心小学
8,242.0,4073.0,义乌市廿三里街道中心幼儿园,义乌市廿三里街道如甫新村1幢18号,120.1639818,29.33032882,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000108760AD7E0A5E4000F1E96D90543D40,120.16398,29.33017,义乌市廿三里街道中心幼儿园
9,249.0,4153.0,义乌市义亭镇中心幼儿园,浙江省义乌市义亭镇双塘路606号,119.9514036,29.24504003,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100009874E7CBE3FC5D40900F83F1BA3E3D40,119.95137,29.24478,义亭镇中心幼儿园
10,269.0,4399.0,宁波市闻裕顺幼儿园,宁波市海曙区 蓝天路299弄12号,121.5128392,29.87431558,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000030CE7E5BD2605E40C0A96725D3DF3D40,121.51288,29.8744,宁波市闻裕顺幼儿园
11,285.0,4623.0,宁波市中山艺术幼儿园,宁波市海曙区西河街5号,121.5426571,29.88112181,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A11000068B8FAE4BA625E4090A0FA3291E13D40,121.54266,29.88112,宁波中山艺术幼儿园
12,296.0,4831.0,宁波市外经贸幼儿园,宁波市海曙区筱墙巷22号,121.5294291,29.88086617,宁波市,海曙区,西门街道,幼儿园,330203.0,学前教育,,01010000208A110000D0FCAC2AE2615E4080B6F77180E13D40,121.52942,29.88096,宁波外经贸幼儿园
13,316.0,5153.0,德清县逸夫小学,浙江省德清县武康街道群益街78号,119.9578219,30.53400468,湖州市,德清县,武康街道,小学,330521.0,初等教育,,01010000208A110000103420F44CFD5D4040A0CF87B4883E40,119.95783,30.53395,逸夫小学
14,329.0,5439.0,义乌市稠州中学教育集团,义乌市稠城街道民主路190号,120.0674953,29.3000215,金华市,义乌市,稠城街道,初级中学,330782.0,中等教育,,01010000208A110000487A93D751045E4050E48635CE4C3D40,120.067503,29.300026,义乌市稠州中学教育集团城南校区
15,335.0,5579.0,德清县乾元镇中心小学,德清县乾元镇蚕丝路58号,120.0759313,30.55520509,湖州市,德清县,乾元镇,小学,330521.0,初等教育,,01010000208A110000D828E00EDC045E406088AFEB218E3E40,120.07594,30.55516,乾元镇中心小学
16,336.0,5591.0,宁波市宝韵音乐幼儿园,宁波市海曙区柳汀街吴家塘路128号,121.527982,29.870169,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000018B80375CA615E4030FE4465C3DE3D40,121.527938,29.870229,宁波市宝韵音乐幼儿园
17,345.0,5804.0,杭州市西湖区袁浦幼儿园,杭州市西湖区袁浦街82号,120.1195603,30.1169801,杭州市,西湖区,双浦镇,幼儿园,330106.0,学前教育,,01010000208A11000020761FE0A6075E40705F7068F21D3E40,120.11958,30.11693,西湖区袁浦幼儿园
18,350.0,5955.0,杭州市余杭区仁和第一幼儿园,杭州市余杭区仁和街道求学路1号,120.08239,30.447804,杭州市,余杭区,仁和街道,幼儿园,330110.0,学前教育,,01010000208A11000020E1B4E045055E40A0046F48A3723E40,120.08255,30.44766,仁和第一幼儿园
19,363.0,6125.0,宁波市海曙区东方幼儿园,宁波市海曙区三市路228弄21号,121.532838,29.858227,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000038048E041A625E40508BC1C3B4DB3D40,121.53284,29.8583,东方幼儿园
20,364.0,6179.0,杭州市三墩中学,浙江省杭州市西湖区振华路9号,120.0777278,30.31907018,杭州市,西湖区,三墩镇,初级中学,330106.0,中等教育,,01010000208A110000D04B1C7EF9045E4010EF4F95AE513E40,120.07772,30.31899,杭州市三墩中学
21,366.0,6238.0,宁波市第一幼儿园,浙江省宁波市海曙区鼓楼街道公园路192号,121.5426933,29.87964609,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A1100009895C77CBB625E40B0317D7C30E13D40,121.5427,29.87965,宁波市第一幼儿园
22,385.0,6682.0,杭州市余杭区崇贤第二小学,杭州市余杭区崇贤街道崇杭街1799号,120.147212,30.405979,杭州市,余杭区,崇贤街道,小学,330110.0,初等教育,,01010000208A1100000865E1EB6B095E40E0DC5F3DEE673E40,120.14719,30.40594,崇贤第二小学
23,395.0,6835.0,义乌市佛堂镇幼儿园,义乌市佛堂镇双林路366号,120.027781,29.206086,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000D09CF529C7015E40E029560DC2343D40,120.02768,29.20623,义乌市佛堂镇幼儿园
24,398.0,6944.0,杭州市余杭区实验小学,杭州市余杭区南苑街道广和街57号,120.301967,30.418128,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A110000285E656D53135E40C08AC56F0A6B3E40,120.302034,30.417971,杭州市余杭区实验小学
25,405.0,6991.0,杭州市余杭区百丈镇中心幼儿园,杭州市余杭区百丈镇百兴路211号,119.725496,30.527299,杭州市,余杭区,百丈镇,幼儿园,330110.0,学前教育,,01010000208A1100004058C6866EEE5D40B0363811FD863E40,119.725528,30.527347,杭州余杭区百丈镇中心幼儿园
26,412.0,7163.0,杭州市西湖高级中学,浙江省杭州市西湖区留下街21号,120.0563406,30.24510706,杭州市,西湖区,留下街道,高级中学,330106.0,中等教育,,01010000208A110000387698159B035E40809A2356BF3E3E40,120.05641,30.24513,杭州市西湖高级中学
27,415.0,7223.0,杭州市余杭区苕溪幼儿园,浙江省杭州市余杭区余杭街道学和路2号,119.947727,30.26337,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A11000050A2258FA7FC5D4060BF60376C433E40,119.9477,30.2633,余杭区苕溪幼儿园
28,429.0,7571.0,杭州市余杭区临平第三幼儿园,浙江省杭州市余杭区临平街道后横弄6号,120.297898,30.423457,杭州市,余杭区,临平街道,幼儿园,330110.0,学前教育,,01010000208A110000D0E2C5C210135E4020438EAD676C3E40,120.297996,30.423439,余杭区临平第三幼儿园
29,439.0,7861.0,宁波市效实中学,宁波市海曙区白杨街178号,121.5263126,29.87502348,宁波市,海曙区,南门街道,高级中学,330203.0,中等教育,,01010000208A110000E8E7EA1AAF615E4000D5ED8901E03D40,121.52625,29.87505,宁波效实中学
30,440.0,7887.0,杭州市余杭区崇贤第一幼儿园,杭州市余杭区崇贤街道众望街136号,120.167824,30.390222,杭州市,余杭区,崇贤街道,幼儿园,330110.0,学前教育,,01010000208A110000F8DEDFA0BD0A5E40002EC896E5633E40,120.16789,30.39027,崇贤第一幼儿园
31,441.0,7893.0,杭州市余杭区绿城育华翡翠城幼儿园,杭州市余杭区五常大道高教路口,120.013988,30.246311,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000058A2EC2DE5005E4020A5D93C0E3F3E40,120.014,30.24628,绿城育华翡翠城幼儿园
32,461.0,8253.0,义乌市城西街道东河幼儿园,浙江省义乌市城西街道东河工商街110号,119.988749,29.310408,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000F8BCE2A947FF5D40B06A10E6764F3D40,119.988759,29.310369,城西街道东河幼儿园
33,463.0,8285.0,德清县高级中学,浙江省德清县武康镇群益街410号,119.9678518,30.53310444,湖州市,德清县,武康街道,高级中学,330521.0,中等教育,,01010000208A110000F886D048F1FD5D4080725B8879883E40,119.96786,30.53313,浙江省德清县高级中学
34,468.0,8368.0,杭州市塘栖中学,杭州市余杭3区塘栖镇西小河35,120.1783525,30.4767071,杭州市,余杭区,塘栖镇,高级中学,330110.0,中等教育,,01010000208A110000182067206A0B5E405017EB79097A3E40,120.17837,30.47678,杭州市塘栖中学
35,472.0,8422.0,浙江工商职业技术学院,宁波市机场路1988号,121.5020227,29.86800527,宁波市,海曙区,古林镇,专科院校：高等职业学校,330203.0,高等学校,,01010000208A110000E04ACD2321605E40E0FEEF9735DE3D40,121.50203,29.86801,浙江工商职业技术学院
36,480.0,8621.0,德清县新市镇中心小学,德清县新市镇高林路78号,120.277003,30.60530701,湖州市,德清县,新市镇,小学,330521.0,初等教育,,01010000208A110000A89CE96ABA115E40D01A6766F59A3E40,120.27702,30.605336,新市镇中心小学
37,483.0,8689.0,杭州市西湖区西溪花园幼儿园,杭州市西湖区蒋村街道晴川街456号,120.0558071,30.28622309,杭州市,西湖区,蒋村街道,幼儿园,330106.0,学前教育,,01010000208A11000078D4E95792035E4080CBA7EA45493E40,120.0558,30.28618,西溪花园幼儿园
